area,bedrooms,bathrooms,location,house_age,parking,price,district,land_size,town
4800,4,4,Colombo,1,2,100000000.0,Colombo,10.0,Rajagiriya
2900,4,4,Colombo,42,2,27000000.0,Colombo,7.0,Kottawa
1800,5,1,Kurunegala,8,2,9800000.0,Kurunegala,20.0,Mawathagama
5000,6,6,Anuradhapura,20,3,3000000.0,Anuradhapura,18.5,Anuradhapura City
1500,3,1,Gampaha,39,2,12800000.0,Gampaha,15.0,Kadawatha
3600,5,4,Colombo,23,2,57500000.0,Colombo,7.1,Dehiwala
6000,5,3,Colombo,50,2,182750000.0,Colombo,21.5,Colombo 6
2000,2,2,Colombo,7,1,14000000.0,Colombo,8.19,Boralesgamuwa
700,1,2,Colombo,17,1,8500000.0,Colombo,4.9,Ratmalana
3500,7,4,Kalutara,25,4,40000000.0,Kalutara,18.5,Panadura
5000,5,4,Gampaha,2,2,39000000.0,Gampaha,12.9,Gampaha City
3600,4,3,Colombo,3,2,36000000.0,Colombo,7.8,Malabe
6500,6,5,Colombo,9,3,44000000.0,Colombo,12.5,Talawatugoda
3159,4,3,Gampaha,22,2,26500000.0,Gampaha,10.5,Negombo
1560,3,2,Kalutara,9,2,8700000.0,Kalutara,10.0,Kalutara City
5000,5,5,Colombo,31,2,152000000.0,Colombo,17.0,Nawala
2875,4,4,Colombo,9,2,27500000.0,Colombo,7.5,Piliyandala
3000,4,3,Colombo,29,2,33000000.0,Colombo,8.0,Talawatugoda
2856,4,4,Colombo,20,2,24800000.0,Colombo,6.0,Piliyandala
3700,4,3,Gampaha,38,2,29500000.0,Gampaha,13.5,Kelaniya
3150,4,3,Gampaha,14,2,26500000.0,Gampaha,10.5,Negombo
2500,4,3,Gampaha,12,2,29500000.0,Gampaha,20.0,Negombo
1325,3,1,Gampaha,18,2,9900000.0,Gampaha,10.0,Negombo
1700,3,2,Gampaha,3,2,19500000.0,Gampaha,12.5,Negombo
1500,5,3,Colombo,5,2,9000000.0,Colombo,3.0,Wellampitiya
2100,2,1,Gampaha,10,1,25000000.0,Gampaha,41.0,Veyangoda
3000,4,3,Colombo,21,2,49500000.0,Colombo,10.12,Malabe
1000,3,1,Kalutara,6,2,12000000.0,Kalutara,24.0,Ingiriya
5500,6,6,Colombo,11,3,170000000.0,Colombo,8.8,Colombo 5
4500,6,6,Colombo,44,3,55000000.0,Colombo,11.0,Maharagama
3000,4,4,Colombo,7,2,27000000.0,Colombo,20.0,Athurugiriya
4000,4,3,Colombo,24,2,100000000.0,Colombo,51.0,Malabe
4500,5,4,Colombo,8,2,115000000.0,Colombo,22.0,Battaramulla
3000,3,1,Colombo,32,2,70000000.0,Colombo,20.5,Maharagama
5000,5,5,Anuradhapura,8,2,40000000.0,Anuradhapura,22.0,Anuradhapura City
3500,4,3,Kandy,18,2,22500000.0,Kandy,15.0,Kundasale
4500,6,4,Colombo,41,3,55000000.0,Colombo,10.0,Nugegoda
2300,4,3,Colombo,21,2,17000000.0,Colombo,11.5,Talawatugoda
1500,4,1,Matara,31,2,25000000.0,Matara,10.0,Deniyaya
3000,3,2,Colombo,48,2,40000000.0,Colombo,7.0,Talawatugoda
4580,5,4,Colombo,24,2,49500000.0,Colombo,14.0,Piliyandala
3300,4,3,Colombo,48,2,42500000.0,Colombo,11.0,Talawatugoda
3800,5,4,Colombo,23,2,50000000.0,Colombo,10.0,Talawatugoda
3000,4,4,Colombo,31,2,60000000.0,Colombo,15.0,Talawatugoda
3300,4,4,Colombo,44,2,55000000.0,Colombo,11.0,Talawatugoda
4700,4,5,Colombo,1,2,200000000.0,Colombo,55.0,Battaramulla
3100,4,3,Gampaha,22,2,26500000.0,Gampaha,10.5,Negombo
3200,4,4,Colombo,49,2,30500000.0,Colombo,8.0,Piliyandala
1750,3,2,Colombo,31,2,17000000.0,Colombo,12.8,Talawatugoda
4500,7,6,Colombo,21,4,79000000.0,Colombo,16.0,Battaramulla
3000,6,4,Colombo,43,3,30000000.0,Colombo,8.0,Boralesgamuwa
6550,6,5,Colombo,41,3,44000000.0,Colombo,12.8,Talawatugoda
3500,4,3,Gampaha,15,2,29500000.0,Gampaha,20.0,Negombo
2800,5,3,Gampaha,2,2,58000000.0,Gampaha,28.0,Wattala
3500,3,2,Gampaha,2,2,35000000.0,Gampaha,22.5,Negombo
3300,5,4,Colombo,44,2,43000000.0,Colombo,10.0,Maharagama
1500,3,2,Gampaha,9,2,13500000.0,Gampaha,10.0,Negombo
3500,4,3,Gampaha,18,2,26500000.0,Gampaha,10.0,Negombo
1425,3,1,Gampaha,13,2,9900000.0,Gampaha,10.0,Negombo
2000,3,2,Gampaha,1,2,11500000.0,Gampaha,16.0,Gampaha City
2150,4,2,Gampaha,37,2,15000000.0,Gampaha,7.5,Negombo
3990,4,4,Colombo,45,2,45000000.0,Colombo,8.0,Dehiwala
1400,3,2,Gampaha,19,2,12500000.0,Gampaha,5.0,Kadawatha
1800,3,1,Gampaha,3,2,15000000.0,Gampaha,30.0,Ja-Ela
3500,7,5,Colombo,47,4,360000000.0,Colombo,7.5,Dehiwala
1000,2,1,Colombo,22,1,7400000.0,Colombo,7.9,Athurugiriya
800,2,1,Colombo,33,1,5000000.0,Colombo,1.75,Mount Lavinia
3880,4,3,Colombo,30,2,44000000.0,Colombo,10.5,Maharagama
2000,4,1,Kalutara,3,2,15000000.0,Kalutara,26.0,Kalutara City
2800,5,3,Gampaha,5,2,9500000.0,Gampaha,11.5,Kadawatha
800,2,2,Colombo,10,1,8400000.0,Colombo,7.0,Maharagama
1365,3,1,Gampaha,49,2,9900000.0,Gampaha,10.0,Negombo
2996,5,2,Kalutara,34,2,19000000.0,Kalutara,15.0,Wadduwa
1000,3,3,Gampaha,18,2,9500000.0,Gampaha,10.0,Delgoda
1200,2,1,Colombo,3,1,23000000.0,Colombo,11.0,Battaramulla
1800,3,2,Gampaha,11,2,14000000.0,Gampaha,11.5,Delgoda
3500,3,3,Colombo,25,2,70000000.0,Colombo,18.7,Battaramulla
400,1,1,Gampaha,11,1,3500000.0,Gampaha,10.0,Divulapitiya
2100,4,2,Colombo,32,2,14900000.0,Colombo,4.1,Wellampitiya
1527,3,2,Kalutara,15,2,6500000.0,Kalutara,10.0,Wadduwa
1800,3,2,Colombo,43,2,15000000.0,Colombo,10.0,Athurugiriya
4200,4,4,Colombo,16,2,49500000.0,Colombo,10.0,Malabe
3800,4,4,Colombo,47,2,79000000.0,Colombo,16.0,Battaramulla
800,3,1,Kalutara,20,2,6500000.0,Kalutara,10.0,Wadduwa
2900,4,4,Colombo,1,2,36000000.0,Colombo,8.5,Piliyandala
3250,4,3,Colombo,17,2,30500000.0,Colombo,7.5,Piliyandala
1527,3,2,Kalutara,23,2,6500000.0,Kalutara,10.0,Wadduwa
3000,4,1,Kurunegala,1,2,12500000.0,Kurunegala,17.5,Narammala
6500,6,6,Colombo,21,3,75000000.0,Colombo,16.0,Dehiwala
4000,6,3,Colombo,24,3,45000000.0,Colombo,21.5,Piliyandala
5000,5,3,Colombo,2,2,66000000.0,Colombo,11.69,Kotte
1600,3,2,Gampaha,36,2,19000000.0,Gampaha,10.0,Negombo
1735,3,1,Matara,31,2,7800000.0,Matara,25.6,Matara City
3500,4,3,Gampaha,40,2,26500000.0,Gampaha,10.0,Negombo
3000,3,1,Gampaha,8,2,24000000.0,Gampaha,40.0,Kiribathgoda
2350,4,4,Colombo,25,2,25000000.0,Colombo,6.5,Moratuwa
2500,5,2,Kandy,30,2,25000000.0,Kandy,65.0,Digana
1200,6,1,Kalutara,14,3,51000000.0,Kalutara,34.0,Panadura
2000,3,1,Colombo,12,2,12500000.0,Colombo,7.5,Piliyandala
2900,6,3,Gampaha,3,3,13200000.0,Gampaha,10.5,Ragama
1950,3,2,Gampaha,14,2,32500000.0,Gampaha,12.0,Negombo
1200,3,1,Colombo,21,2,11500000.0,Colombo,15.0,Piliyandala
2692,4,3,Colombo,10,2,28000000.0,Colombo,10.87,Athurugiriya
1100,3,1,Colombo,6,2,13200000.0,Colombo,10.0,Homagama
1150,3,1,Colombo,10,2,6900000.0,Colombo,12.0,Piliyandala
1350,2,1,Gampaha,50,1,23500000.0,Gampaha,29.0,Negombo
3200,4,4,Colombo,24,2,30500000.0,Colombo,8.0,Piliyandala
3150,4,3,Gampaha,1,2,26500000.0,Gampaha,10.5,Negombo
1500,4,2,Colombo,50,2,13500000.0,Colombo,6.0,Wellampitiya
2500,4,3,Colombo,44,2,23500000.0,Colombo,6.0,Malabe
1740,3,2,Colombo,45,2,15900000.0,Colombo,10.0,Homagama
1400,3,2,Colombo,48,2,18500000.0,Colombo,7.9,Malabe
1070,3,2,Colombo,11,2,14200000.0,Colombo,7.6,Malabe
800,2,1,Colombo,20,1,6800000.0,Colombo,3.0,Wellampitiya
1950,4,3,Colombo,42,2,22500000.0,Colombo,6.4,Malabe
3600,4,3,Colombo,18,2,36000000.0,Colombo,7.8,Malabe
2500,6,2,Colombo,36,3,25500000.0,Colombo,10.0,Malabe
4500,5,5,Colombo,24,2,170000000.0,Colombo,8.5,Colombo 5
5800,4,4,Colombo,10,2,45000000.0,Colombo,20.0,Homagama
1400,3,3,Colombo,31,2,18000000.0,Colombo,8.0,Athurugiriya
3200,4,3,Colombo,26,2,25500000.0,Colombo,7.5,Piliyandala
4000,4,3,Colombo,32,2,30000000.0,Colombo,13.5,Homagama
3000,7,3,Colombo,5,4,32000000.0,Colombo,16.0,Homagama
1365,3,1,Gampaha,5,2,9900000.0,Gampaha,10.0,Negombo
1400,3,1,Colombo,4,2,12500000.0,Colombo,20.0,Homagama
3600,5,4,Colombo,35,2,28000000.0,Colombo,10.0,Homagama
3100,4,3,Gampaha,4,2,26500000.0,Gampaha,10.5,Negombo
3500,6,4,Colombo,21,3,48000000.0,Colombo,8.5,Boralesgamuwa
5000,4,4,Colombo,47,2,69000000.0,Colombo,15.21,Boralesgamuwa
1800,4,4,Gampaha,2,2,35000000.0,Gampaha,10.9,Kelaniya
2500,4,3,Colombo,43,2,121000000.0,Colombo,22.62,Colombo 8
3000,5,3,Colombo,9,2,37500000.0,Colombo,16.0,Malabe
2800,4,4,Colombo,16,2,42500000.0,Colombo,10.0,Boralesgamuwa
4500,4,4,Colombo,40,2,55000000.0,Colombo,10.0,Talawatugoda
2800,3,2,Gampaha,6,2,27500000.0,Gampaha,19.5,Gampaha City
1800,4,4,Colombo,2,2,17500000.0,Colombo,7.8,Kottawa
1200,4,1,Kalutara,17,2,16900000.0,Kalutara,32.0,Wadduwa
1740,4,2,Colombo,49,2,12500000.0,Colombo,7.5,Homagama
1425,3,1,Gampaha,6,2,9900000.0,Gampaha,10.0,Negombo
1400,3,2,Colombo,40,2,74000000.0,Colombo,8.7,Colombo 6
1250,3,1,Kalutara,41,2,6800000.0,Kalutara,12.5,Panadura
5000,5,4,Colombo,7,2,100000000.0,Colombo,30.0,Talawatugoda
2500,4,3,Gampaha,8,2,29500000.0,Gampaha,20.0,Negombo
2200,4,2,Colombo,39,2,15000000.0,Colombo,7.2,Homagama
2900,4,4,Colombo,8,2,28500000.0,Colombo,8.0,Piliyandala
2500,3,2,Colombo,11,2,46000000.0,Colombo,16.0,Kaduwela
2000,4,2,Colombo,40,2,170000000.0,Colombo,17.2,Mount Lavinia
4000,4,4,Colombo,16,2,49500000.0,Colombo,10.0,Talawatugoda
1900,3,3,Colombo,2,2,18500000.0,Colombo,8.5,Piliyandala
2850,4,4,Colombo,13,2,28500000.0,Colombo,8.5,Piliyandala
1800,3,2,Colombo,1,2,14000000.0,Colombo,8.5,Piliyandala
2875,4,4,Colombo,7,2,24800000.0,Colombo,6.0,Piliyandala
1365,3,1,Gampaha,50,2,9900000.0,Gampaha,10.0,Negombo
5000,8,5,Colombo,2,4,46000000.0,Colombo,11.0,Dehiwala
2451,3,3,Colombo,7,2,21500000.0,Colombo,9.0,Piliyandala
2874,3,2,Colombo,42,2,14000000.0,Colombo,8.0,Piliyandala
1587,3,3,Colombo,33,2,18000000.0,Colombo,11.0,Piliyandala
2841,4,4,Colombo,46,2,21500000.0,Colombo,9.0,Piliyandala
2785,4,4,Colombo,7,2,27000000.0,Colombo,7.0,Piliyandala
1800,5,3,Colombo,23,2,27500000.0,Colombo,9.25,Maharagama
1750,3,2,Colombo,19,2,18000000.0,Colombo,10.0,Malabe
1800,3,1,Colombo,28,2,16000000.0,Colombo,9.5,Boralesgamuwa
1563,3,3,Colombo,37,2,18500000.0,Colombo,8.0,Piliyandala
4000,3,3,Colombo,2,2,55000000.0,Colombo,19.0,Talawatugoda
3852,5,5,Colombo,33,2,36700000.0,Colombo,11.5,Piliyandala
3500,6,4,Galle,18,3,27500000.0,Galle,25.0,Hikkaduwa
2875,4,4,Colombo,29,2,27500000.0,Colombo,7.5,Piliyandala
3500,5,4,Colombo,46,2,50000000.0,Colombo,11.6,Maharagama
4100,5,5,Colombo,7,2,39000000.0,Colombo,13.8,Piliyandala
2600,4,4,Colombo,32,2,34000000.0,Colombo,9.0,Maharagama
3100,4,4,Colombo,11,2,43500000.0,Colombo,10.5,Talawatugoda
7200,6,4,Colombo,3,3,69000000.0,Colombo,20.0,Maharagama
1250,3,1,Colombo,3,2,10300000.0,Colombo,11.0,Piliyandala
1300,3,1,Gampaha,22,2,3500000.0,Gampaha,15.0,Veyangoda
4000,5,3,Colombo,11,2,65000000.0,Colombo,10.0,Battaramulla
3100,4,3,Gampaha,29,2,26500000.0,Gampaha,10.5,Negombo
1950,3,2,Gampaha,2,2,32500000.0,Gampaha,12.0,Negombo
4000,4,4,Colombo,7,2,49500000.0,Colombo,10.0,Talawatugoda
2450,3,3,Gampaha,5,2,34500000.0,Gampaha,17.0,Katunayake
10000,5,2,Ratnapura,9,2,22000000.0,Ratnapura,13.5,Ratnapura City
2650,4,3,Colombo,3,2,23500000.0,Colombo,7.0,Malabe
3200,4,4,Colombo,46,2,54800000.0,Colombo,8.7,Talawatugoda
5500,5,5,Colombo,26,2,60000000.0,Colombo,10.5,Boralesgamuwa
2800,3,2,Colombo,33,2,33000000.0,Colombo,7.5,Boralesgamuwa
3854,5,4,Colombo,47,2,49000000.0,Colombo,15.0,Boralesgamuwa
2544,4,4,Colombo,26,2,26000000.0,Colombo,8.5,Piliyandala
3200,4,4,Colombo,11,2,35000000.0,Colombo,11.2,Boralesgamuwa
5014,8,5,Colombo,8,4,42500000.0,Colombo,13.2,Boralesgamuwa
6000,5,4,Colombo,19,2,200000000.0,Colombo,20.0,Nawala
4500,6,4,Colombo,6,3,110000000.0,Colombo,20.0,Nawala
2580,4,4,Colombo,24,2,24800000.0,Colombo,6.5,Piliyandala
1000,2,1,Colombo,50,1,4800000.0,Colombo,10.0,Homagama
1800,3,1,Gampaha,42,2,18000000.0,Gampaha,15.0,Negombo
3016,4,4,Colombo,6,2,27500000.0,Colombo,7.5,Piliyandala
1250,3,2,Colombo,45,2,46250000.0,Colombo,12.5,Battaramulla
3150,4,3,Gampaha,34,2,26500000.0,Gampaha,10.5,Negombo
1200,3,2,Kurunegala,1,2,15000000.0,Kurunegala,47.0,Kurunegala City
5000,7,5,Kurunegala,6,4,43000000.0,Kurunegala,30.0,Kurunegala City
1200,3,1,Colombo,32,2,14000000.0,Colombo,6.24,Maharagama
1400,3,1,Kalutara,6,2,6500000.0,Kalutara,12.0,Alutgama
1200,2,1,Kurunegala,9,1,8000000.0,Kurunegala,18.0,Kurunegala City
1850,3,2,Kalutara,8,2,14000000.0,Kalutara,26.0,Matugama
1200,2,1,Kurunegala,9,1,8000000.0,Kurunegala,16.5,Kurunegala City
2200,4,2,Kurunegala,20,2,20000000.0,Kurunegala,20.0,Kurunegala City
2200,4,3,Colombo,50,2,26000000.0,Colombo,7.0,Piliyandala
1800,3,2,Kurunegala,10,2,21500000.0,Kurunegala,15.0,Kurunegala City
2300,5,5,Colombo,2,2,27500000.0,Colombo,7.5,Piliyandala
1350,3,1,Kurunegala,1,2,7500000.0,Kurunegala,15.0,Kurunegala City
3100,4,1,Kurunegala,4,2,9800000.0,Kurunegala,15.0,Kurunegala City
1500,3,1,Kurunegala,38,2,7000000.0,Kurunegala,20.0,Kurunegala City
1600,3,2,Kurunegala,8,2,16500000.0,Kurunegala,16.5,Kurunegala City
3000,4,2,Kurunegala,4,2,27000000.0,Kurunegala,20.0,Kurunegala City
1000,2,1,Kurunegala,17,1,9500000.0,Kurunegala,10.0,Kurunegala City
1490,3,1,Colombo,16,2,18500000.0,Colombo,10.0,Piliyandala
2723,3,1,Galle,25,2,6700000.0,Galle,10.0,Galle City
1100,3,2,Colombo,46,2,14500000.0,Colombo,6.0,Athurugiriya
2500,5,2,Colombo,11,2,22000000.0,Colombo,6.0,Athurugiriya
1700,3,2,Gampaha,4,2,8500000.0,Gampaha,15.0,Divulapitiya
4000,4,3,Gampaha,4,2,29500000.0,Gampaha,20.0,Negombo
1425,3,1,Gampaha,2,2,9900000.0,Gampaha,10.0,Negombo
2000,3,2,Colombo,12,2,30000000.0,Colombo,13.43,Kolonnawa
2200,4,3,Colombo,48,2,24000000.0,Colombo,6.0,Malabe
2572,7,3,Colombo,1,4,43500000.0,Colombo,6.87,Dehiwala
2000,4,4,Colombo,21,2,14000000.0,Colombo,3.5,Colombo 10
2500,4,3,Gampaha,19,2,29500000.0,Gampaha,20.0,Negombo
3600,5,2,Gampaha,3,2,33000000.0,Gampaha,42.0,Kadawatha
3800,5,4,Colombo,42,2,45000000.0,Colombo,11.0,Talawatugoda
2500,4,4,Kandy,2,2,55000000.0,Kandy,20.0,Kandy City
1800,5,5,Kandy,5,2,47000000.0,Kandy,33.0,Kandy City
2856,5,4,Colombo,50,2,27500000.0,Colombo,8.0,Piliyandala
3000,4,4,Colombo,41,2,22000000.0,Colombo,4.0,Rajagiriya
3300,4,4,Colombo,47,2,55000000.0,Colombo,11.0,Talawatugoda
2000,5,5,Kandy,22,2,175000000.0,Kandy,13.5,Kandy City
1000,2,2,Colombo,18,1,12000000.0,Colombo,6.5,Wellampitiya
2800,4,2,Colombo,40,2,20000000.0,Colombo,8.0,Boralesgamuwa
1450,3,2,Kalutara,32,2,14000000.0,Kalutara,10.0,Horana
1000,3,2,Colombo,16,2,15000000.0,Colombo,8.0,Wellampitiya
1950,4,3,Colombo,42,2,22500000.0,Colombo,6.35,Malabe
4000,4,4,Colombo,25,2,150000000.0,Colombo,6.62,Colombo 4
1800,5,1,Colombo,19,2,29700000.0,Colombo,18.0,Boralesgamuwa
1500,3,1,Gampaha,50,2,12500000.0,Gampaha,10.4,Kadawatha
1000,3,1,Matara,11,2,4800000.0,Matara,10.0,Matara City
2700,4,4,Colombo,5,2,27000000.0,Colombo,7.0,Kottawa
2950,5,3,Colombo,17,2,19800000.0,Colombo,8.0,Athurugiriya
4500,4,5,Gampaha,5,2,47000000.0,Gampaha,14.7,Negombo
800,2,2,Gampaha,13,1,6800000.0,Gampaha,6.2,Kadawatha
1175,3,2,Gampaha,42,2,16000000.0,Gampaha,6.75,Kadawatha
1200,3,1,Gampaha,2,2,12500000.0,Gampaha,10.0,Kadawatha
4000,4,3,Colombo,14,2,52000000.0,Colombo,16.0,Talawatugoda
2350,5,3,Gampaha,27,2,39500000.0,Gampaha,19.7,Kadawatha
1600,3,1,Gampaha,17,2,14800000.0,Gampaha,11.3,Kadawatha
3450,4,2,Gampaha,8,2,23500000.0,Gampaha,12.5,Kadawatha
1200,3,2,Gampaha,2,2,12500000.0,Gampaha,15.0,Kadawatha
1300,5,2,Gampaha,36,2,19500000.0,Gampaha,12.35,Kadawatha
1000,2,1,Gampaha,7,1,8500000.0,Gampaha,5.0,Seeduwa
3100,6,7,Gampaha,7,3,19500000.0,Gampaha,29.5,Gampaha City
5000,4,3,Gampaha,1,2,35000000.0,Gampaha,29.0,Gampaha City
2440,4,2,Gampaha,16,2,14500000.0,Gampaha,16.0,Gampaha City
3800,5,5,Colombo,2,2,110000000.0,Colombo,15.3,Dehiwala
2000,4,2,Gampaha,23,2,25000000.0,Gampaha,7.5,Wattala
1400,3,1,Gampaha,24,2,13000000.0,Gampaha,13.0,Gampaha City
3800,4,4,Colombo,3,2,79000000.0,Colombo,16.0,Talawatugoda
1400,3,3,Colombo,39,2,15000000.0,Colombo,10.0,Athurugiriya
1500,4,1,Gampaha,2,2,13000000.0,Gampaha,35.5,Gampaha City
1000,3,3,Gampaha,43,2,9500000.0,Gampaha,10.0,Gampaha City
3500,4,2,Gampaha,4,2,13500000.0,Gampaha,12.5,Gampaha City
9500,4,2,Colombo,40,2,33000000.0,Colombo,7.0,Ratmalana
3000,4,2,Gampaha,5,2,21000000.0,Gampaha,10.0,Kandana
4200,4,4,Colombo,18,2,49500000.0,Colombo,10.0,Talawatugoda
1200,3,1,Colombo,9,2,18500000.0,Colombo,16.5,Athurugiriya
3000,4,3,Colombo,34,2,110000000.0,Colombo,50.0,Talawatugoda
2000,2,1,Gampaha,4,1,6900000.0,Gampaha,10.0,Ganemulla
3600,4,4,Colombo,24,2,36000000.0,Colombo,10.0,Malabe
3800,7,4,Colombo,47,4,27000000.0,Colombo,10.0,Malabe
2000,4,4,Colombo,4,2,23500000.0,Colombo,6.0,Malabe
3000,4,4,Colombo,15,2,55000000.0,Colombo,11.0,Talawatugoda
2000,4,2,Gampaha,1,2,12500000.0,Gampaha,12.5,Ganemulla
2000,3,1,Gampaha,49,2,9500000.0,Gampaha,8.0,Kadawatha
3000,6,4,Colombo,48,3,48500000.0,Colombo,14.0,Piliyandala
3050,5,3,Colombo,22,2,65500000.0,Colombo,11.7,Kotte
1500,2,1,Gampaha,45,1,5800000.0,Gampaha,15.0,Ganemulla
2600,5,3,Colombo,36,2,25500000.0,Colombo,6.2,Piliyandala
1365,3,1,Gampaha,17,2,9900000.0,Gampaha,10.0,Negombo
3000,4,3,Colombo,39,2,33000000.0,Colombo,8.0,Kottawa
3850,4,4,Colombo,24,2,33000000.0,Colombo,10.0,Piliyandala
3000,5,4,Colombo,19,2,40000000.0,Colombo,10.0,Piliyandala
4000,7,6,Colombo,14,4,79000000.0,Colombo,16.0,Talawatugoda
3300,3,2,Colombo,4,2,40000000.0,Colombo,7.0,Talawatugoda
3300,4,4,Colombo,31,2,44000000.0,Colombo,7.7,Talawatugoda
3300,4,2,Colombo,23,2,55000000.0,Colombo,11.0,Talawatugoda
2000,3,3,Colombo,2,2,152000000.0,Colombo,19.0,Colombo 5
3500,4,4,Colombo,9,2,85000000.0,Colombo,16.0,Talawatugoda
2500,3,2,Colombo,3,2,35000000.0,Colombo,20.0,Talawatugoda
2500,5,7,Colombo,30,2,64000000.0,Colombo,17.5,Talawatugoda
3800,5,4,Colombo,46,2,45000000.0,Colombo,11.0,Talawatugoda
2800,4,3,Colombo,28,2,26500000.0,Colombo,6.5,Malabe
2800,3,3,Colombo,11,2,52000000.0,Colombo,16.0,Talawatugoda
800,3,1,Colombo,10,2,8800000.0,Colombo,6.0,Piliyandala
3200,4,4,Colombo,12,2,36000000.0,Colombo,10.0,Malabe
3100,5,3,Colombo,18,2,37500000.0,Colombo,9.0,Malabe
800,2,1,Colombo,28,1,4500000.0,Colombo,4.0,Angoda
1200,4,1,Colombo,8,2,17600000.0,Colombo,12.9,Piliyandala
3800,5,4,Colombo,19,2,45000000.0,Colombo,11.0,Talawatugoda
4600,4,5,Colombo,24,2,39000000.0,Colombo,13.9,Piliyandala
1400,3,3,Colombo,36,2,18000000.0,Colombo,8.0,Athurugiriya
1950,4,3,Colombo,28,2,22500000.0,Colombo,6.35,Colombo 5
2200,4,3,Colombo,9,2,22500000.0,Colombo,6.3,Malabe
1000,1,1,Colombo,41,1,7000000.0,Colombo,12.63,Piliyandala
2400,4,3,Colombo,34,2,27000000.0,Colombo,7.0,Kottawa
2500,5,2,Colombo,9,2,24000000.0,Colombo,20.0,Pannipitiya
2400,4,4,Colombo,21,2,21500000.0,Colombo,9.0,Piliyandala
2900,4,4,Colombo,6,2,27000000.0,Colombo,7.0,Piliyandala
3750,6,2,Kalutara,5,3,37500000.0,Kalutara,20.5,Bandaragama
1800,3,1,Colombo,41,2,15000000.0,Colombo,10.0,Piliyandala
2300,5,4,Colombo,44,2,38000000.0,Colombo,7.5,Piliyandala
3000,4,4,Colombo,42,2,28500000.0,Colombo,15.0,Piliyandala
3200,4,5,Colombo,24,2,25500000.0,Colombo,7.0,Piliyandala
2500,4,3,Gampaha,20,2,29500000.0,Gampaha,20.0,Negombo
5570,5,5,Colombo,18,2,145000000.0,Colombo,62.0,Malabe
1500,2,1,Colombo,21,1,4500000.0,Colombo,5.5,Kolonnawa
2400,4,3,Colombo,26,2,24800000.0,Colombo,6.0,Piliyandala
2550,4,3,Colombo,28,2,25500000.0,Colombo,7.5,Piliyandala
7000,7,7,Colombo,37,4,97500000.0,Colombo,23.0,Battaramulla
2300,4,4,Colombo,36,2,21500000.0,Colombo,9.5,Piliyandala
3500,6,4,Colombo,9,3,25000000.0,Colombo,20.0,Piliyandala
3250,5,3,Colombo,44,2,23500000.0,Colombo,7.0,Piliyandala
2000,4,3,Colombo,16,2,19500000.0,Colombo,6.5,Piliyandala
1500,2,1,Colombo,5,1,4500000.0,Colombo,5.5,Wellampitiya
4000,5,4,Colombo,35,2,115000000.0,Colombo,22.0,Talawatugoda
3700,5,4,Colombo,25,2,30500000.0,Colombo,8.0,Piliyandala
2500,4,5,Colombo,35,2,25500000.0,Colombo,7.0,Piliyandala
2400,4,4,Colombo,30,2,28500000.0,Colombo,8.5,Piliyandala
3850,4,4,Colombo,25,2,33000000.0,Colombo,10.0,Piliyandala
2500,5,1,Gampaha,2,2,18000000.0,Gampaha,9.83,Gampaha City
3200,5,3,Colombo,38,2,42500000.0,Colombo,6.5,Boralesgamuwa
1800,3,3,Colombo,2,2,23500000.0,Colombo,8.0,Piliyandala
2000,3,2,Colombo,1,2,21500000.0,Colombo,9.5,Piliyandala
900,2,1,Colombo,18,1,6500000.0,Colombo,4.0,Ratmalana
2500,6,4,Colombo,8,3,18000000.0,Colombo,10.0,Wellampitiya
3485,4,3,Colombo,31,2,12000000.0,Colombo,12.8,Colombo 5
1400,4,3,Colombo,7,2,16500000.0,Colombo,6.0,Kolonnawa
2675,4,4,Colombo,12,2,49500000.0,Colombo,10.15,Malabe
2400,3,1,Batticaloa,5,2,14000000.0,Batticaloa,8.0,Batticaloa City
3642,5,4,Colombo,43,2,36700000.0,Colombo,11.5,Piliyandala
3000,5,2,Gampaha,4,2,24500000.0,Gampaha,10.0,Gampaha City
1500,4,2,Colombo,50,2,12500000.0,Colombo,10.0,Wellampitiya
4400,5,5,Colombo,6,2,46500000.0,Colombo,28.0,Piliyandala
1000,4,2,Matara,16,2,44999996.0,Matara,28.0,Weligama
550,1,1,Kurunegala,10,1,3500000.0,Kurunegala,17.2,Wariyapola
1950,3,2,Gampaha,2,2,32500000.0,Gampaha,12.0,Negombo
2500,4,3,Colombo,40,2,22500000.0,Colombo,4.0,Colombo 9
2400,4,2,Colombo,44,2,38000000.0,Colombo,10.0,Kottawa
2900,4,3,Colombo,14,2,33000000.0,Colombo,8.0,Kottawa
3600,6,5,Colombo,32,3,33500000.0,Colombo,16.0,Kottawa
1000,3,1,Matale,1,2,8500000.0,Matale,10.0,Ukuwela
1500,3,2,Colombo,3,2,16500000.0,Colombo,14.0,Athurugiriya
1200,3,3,Colombo,7,2,14500000.0,Colombo,6.0,Athurugiriya
2067,5,4,Colombo,2,2,22000000.0,Colombo,6.0,Athurugiriya
2000,3,3,Colombo,41,2,20500000.0,Colombo,6.5,Athurugiriya
4200,5,4,Colombo,48,2,57500000.0,Colombo,9.5,Kotte
1500,3,1,Gampaha,7,2,18000000.0,Gampaha,10.0,Kelaniya
3200,4,3,Colombo,36,2,36000000.0,Colombo,10.0,Malabe
2000,3,3,Colombo,2,2,85000000.0,Colombo,10.0,Nugegoda
